Maps,Lead Título,Nome da empresa,Nome,Nota,Numero de avaliações,telefone com DDD,site,Nicho,Tag
https://www.google.com/maps/search/?api=1&query=Shoyu%20Sushi%20Delivery&query_place_id=ChIJpfo7AKOWpgARMoAHtRcS2oM,Shoyu Sushi Delivery,Shoyu Sushi Delivery,Shoyu Sushi Delivery,4.5,344,+55 31 99375-4901,https://pedido.anota.ai/loja/shoyusushidelivery,Sushi para viagem,JAPONÊS
https://www.google.com/maps/search/?api=1&query=Yohei%20Oriental%20Fusion%20-%20Restaurante%20Japon%C3%AAs%20em%20BH&query_place_id=ChIJxdMIuZmbpgARSXB9nLV8TSI,Yohei Oriental Fusion - Restaurante Japonês em BH,Yohei Oriental Fusion - Restaurante Japonês em BH,Yohei Oriental Fusion - Restaurante Japonês em BH,4.7,335,+55 31 3658-8356,https://yoheibh.com.br/,Restaurante japonês,JAPONÊS
https://www.google.com/maps/search/?api=1&query=Jap%C3%A3o%20Sushi%20Bar%20Delivery&query_place_id=ChIJee0sW9KbpgARlNXXj3DAS3k,Japão Sushi Bar Delivery,Japão Sushi Bar Delivery,Japão Sushi Bar Delivery,4.8,326,+55 31 3141-0277,https://app.cardapioweb.com/japaosushibar,Restaurante japonês,JAPONÊS
https://www.google.com/maps/search/?api=1&query=Beirute&query_place_id=ChIJAcATTXmXpgAR3gSqbVrRle4,Beirute,Beirute,Beirute,4.6,313,+55 31 3344-0713,,Restaurante do Oriente Médio,
https://www.google.com/maps/search/?api=1&query=Oriente%20Temaki%20(Apenas%20Delivery)&query_place_id=ChIJhbUT6nS-pgARTMDwmGXPH0A,Oriente Temaki (Apenas Delivery),Oriente Temaki (Apenas Delivery),Oriente Temaki (Apenas Delivery),4.4,294,+55 31 3222-0894,,Restaurante japonês,JAPONÊS
https://www.google.com/maps/search/?api=1&query=Boca%20Cheia%20Kituteria%20%26%20Salgados&query_place_id=ChIJdzZ81OdZ65QR8H0nCtT7bNo,Boca Cheia Kituteria & Salgados,Boca Cheia Kituteria & Salgados,Boca Cheia Kituteria & Salgados,4.2,289,+55 43 3251-3713,http://facebook.com/BocaCheiaSalgados,Lanchonete,
https://www.google.com/maps/search/?api=1&query=Santo%20Burger&query_place_id=ChIJ4fC1WiabpgARKXDbf1eeMXY,Santo Burger,Santo Burger,Santo Burger,4.9,288,+55 31 98864-4081,,Hamburgueria,BURGER
https://www.google.com/maps/search/?api=1&query=Thalid&query_place_id=ChIJwYPfRGlbpgAR8TZjDhmOk3k,Thalid,Thalid,Thalid,4.1,286,+55 31 3774-5493,http://cmidias.my.canva.site/thalidesfiharia,Restaurante,
https://www.google.com/maps/search/?api=1&query=Pizza%20Pazza%20Savassi%20-%20Nossa%20Casa%20%7C%20Pizzas%20%26%20Massas&query_place_id=ChIJb0ngZB2ZpgARuzupqRTiYnA,Pizza Pazza Savassi - Nossa Casa | Pizzas & Massas,Pizza Pazza Savassi - Nossa Casa | Pizzas & Massas,Pizza Pazza Savassi - Nossa Casa | Pizzas & Massas,4.6,282,+55 31 99982-9039,http://www.pizzapazza.com.br/,Pizzaria,PIZZA
https://www.google.com/maps/search/?api=1&query=Fogariz%20Burger%20House&query_place_id=ChIJ_ao2Fe2VpgARz0lyHDLZbqw,Fogariz Burger House,Fogariz Burger House,Fogariz Burger House,4.8,277,+55 31 99513-8039,https://fogarizburgerhouse.saipos.com/home,Hamburgueria,BURGER
https://www.google.com/maps/search/?api=1&query=Bodega%20Restaurante&query_place_id=ChIJnVaYFvRdMpIRmo4RP7ZnRyU,Bodega Restaurante,Bodega Restaurante,Bodega Restaurante,4.5,264,+55 69 99275-9102,https://instagram.com/restaurante_bodega?utm_medium=copy_link,Restaurante,
https://www.google.com/maps/search/?api=1&query=Feijoah%20Cozinha&query_place_id=ChIJpYpdNg2bpgARRWVZI7vgGgM,Feijoah Cozinha,Feijoah Cozinha,Feijoah Cozinha,4.6,248,+55 31 97150-5010,,Restaurante,
https://www.google.com/maps/search/?api=1&query=Pizzaria%20e%20Empadaria%20dryca&query_place_id=ChIJZR2YSOiXpgARXGIm1OUx0JI,Pizzaria e Empadaria dryca,Pizzaria e Empadaria dryca,Pizzaria e Empadaria dryca,4.9,241,+55 31 99234-2558,,Delivery de Pizza,PIZZA
https://www.google.com/maps/search/?api=1&query=Anthony's%20Pizzaria%20-%20BH&query_place_id=ChIJ1_AhianHoQARcTCG-EpbxsE,Anthony's Pizzaria - BH,Anthony's Pizzaria - BH,Anthony's Pizzaria - BH,4.9,235,+55 31 99069-4999,,Pizzaria,PIZZA
https://www.google.com/maps/search/?api=1&query=Massala%20Savassi&query_place_id=ChIJUYA-Fo-ZpgARQQljIWoy8_8,Massala Savassi,Massala Savassi,Massala Savassi,4.9,219,+55 31 3658-9088,https://www.instagram.com/massalarestaurante?igsh=aHJpMTVkdGk2cjJn,Restaurante indiano,
https://www.google.com/maps/search/?api=1&query=O%20Burgu%C3%AAs%20-%20Hamburgueria%20Cl%C3%A1ssica%20%7C%20Belo%20Horizonte&query_place_id=ChIJmWzPrLOZpgARv0Ya9cR5wbI,O Burguês - Hamburgueria Clássica | Belo Horizonte,O Burguês - Hamburgueria Clássica | Belo Horizonte,O Burguês - Hamburgueria Clássica | Belo Horizonte,4,213,+55 31 2555-4480,https://www.oburgues.com/?utm_source=google&utm_medium=gmb&utm_campaign=SAVASSI,Hamburgueria,BURGER
https://www.google.com/maps/search/?api=1&query=Potere%20pizza%20em%20Belo%20Horizonte%20-%20delivery%20e%20retirada&query_place_id=ChIJrxnMC7-bpgARNf-JEIP6xVY,Potere pizza em Belo Horizonte - delivery e retirada,Potere pizza em Belo Horizonte - delivery e retirada,Potere pizza em Belo Horizonte - delivery e retirada,5,212,+55 31 99884-5678,http://poterepizzaria.com/,Pizzaria,PIZZA
https://www.google.com/maps/search/?api=1&query=Killer%20Fast%20Hamburgueria&query_place_id=ChIJySW7016bpgARyOfcO8tEIHo,Killer Fast Hamburgueria,Killer Fast Hamburgueria,Killer Fast Hamburgueria,4.7,204,+55 31 3191-6836,https://app.cardapioweb.com/killer_fast_hamburgueria,Hamburgueria,BURGER
