Maps,Lead Título,Nome da empresa,Nome,Nota,Numero de avaliações,telefone com DDD,site,Nicho
https://www.google.com/maps/search/?api=1&query=OC%20Publicidade-Ag%C3%AAncia%20de%20Marketing%20Digital%20B2b&query_place_id=ChIJZyUas3n2zpQRiytvmxpMRdU,OC Publicidade-Agência de Marketing Digital B2b,OC Publicidade-Agência de Marketing Digital B2b,OC Publicidade-Agência de Marketing Digital B2b,4.5,8,+55 11 3090-0148,http://www.ocpublicidade.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Ag%C3%AAncia%20de%20Marketing%20Digital%20em%20S%C3%A3o%20Paulo%20-%20Ag%C3%AAncia%20MOLL&query_place_id=ChIJ7zYN5lD_zpQRByYIVP-KIe4,Agência de Marketing Digital em São Paulo - Agência MOLL,Agência de Marketing Digital em São Paulo - Agência MOLL,Agência de Marketing Digital em São Paulo - Agência MOLL,4.8,13,+55 11 96801-9040,https://agenciamoll.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Ag%C3%AAncia%2099%20Comunica%C3%A7%C3%A3o%20Digital&query_place_id=ChIJzwYNqkVQzpQRIJqHA7DrruM,Agência 99 Comunicação Digital,Agência 99 Comunicação Digital,Agência 99 Comunicação Digital,4.9,33,+55 11 93706-2181,http://www.agencia99.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Ag%C3%AAncia%20Santo%20Job%20Comunica%C3%A7%C3%A3o&query_place_id=ChIJFSCB7chZzpQR-nlAyc1X38o,Agência Santo Job Comunicação,Agência Santo Job Comunicação,Agência Santo Job Comunicação,5,35,+55 11 92580-4272,http://www.santojobcomunicacao.com/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=%EF%B8%8F%20%EF%B8%8FAg%C3%AAncia%20Digital%20Talism%C3%A3%20%EF%B8%8F%20%EF%B8%8FAg%C3%AAncia%20de%20Marketing%20Digital%20no%20Tatuap%C3%A9%20-&query_place_id=ChIJ1YRBIJJezpQRfuS3eWE9GcI,️ ️Agência Digital Talismã ️ ️Agência de Marketing Digital no Tatuapé -,️ ️Agência Digital Talismã ️ ️Agência de Marketing Digital no Tatuapé -,️ ️Agência Digital Talismã ️ ️Agência de Marketing Digital no Tatuapé -,4.7,50,+55 11 2359-9004,https://agenciatalisma.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Ag%C3%AAncia%20de%20Marketing%20Digital%20-%20Digital%20Times&query_place_id=ChIJ2wKq1jBdzpQR2DS1gkS61q8,Agência de Marketing Digital - Digital Times,Agência de Marketing Digital - Digital Times,Agência de Marketing Digital - Digital Times,5,37,+55 11 96069-1139,https://wa.me/5511960691139,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Ag%C3%AAncia%20J%C3%BAnior%20de%20Comunica%C3%A7%C3%A3o%20Mackenzie&query_place_id=ChIJ-SIyTjZYzpQRcrHdZdalQQY,Agência Júnior de Comunicação Mackenzie,Agência Júnior de Comunicação Mackenzie,Agência Júnior de Comunicação Mackenzie,4.4,37,+55 11 2114-8210,https://agenciajrmack.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=J%C3%BAnior%20Ara%C3%BAjo%20-%20Especialista%20em%20Tr%C3%A1fego%20Pago&query_place_id=ChIJ_e8PI3VKTG4RBMJ7zdogUkg,Júnior Araújo - Especialista em Tráfego Pago,Júnior Araújo - Especialista em Tráfego Pago,Júnior Araújo - Especialista em Tráfego Pago,5,3,+55 15 99661-5958,,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Efejota%20-%20Ag%C3%AAncia%20de%20Marketing%20Digital%20B2B&query_place_id=ChIJ5bFpvhpQzpQRFP8g84A6xOE,Efejota - Agência de Marketing Digital B2B,Efejota - Agência de Marketing Digital B2B,Efejota - Agência de Marketing Digital B2B,4.9,30,+55 11 2338-3750,https://www.efejota.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Gestor%20de%20Trafego&query_place_id=ChIJOb1QD7H-UgoROqG-kLXKGKs,Gestor de Trafego,Gestor de Trafego,Gestor de Trafego,5,6,+55 14 99876-0335,,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Rino%20%26%20Partners&query_place_id=ChIJ-6gtZN9ZzpQRhq838UpWw6U,Rino & Partners,Rino & Partners,Rino & Partners,4.7,38,+55 11 2155-8300,https://rinoepartners.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Ag%C3%AAncia%20Marketing%20Digital%20-%20Tr%C3%A1fego%20Pago%20-%20Inteligente%20Gest%C3%A3o&query_place_id=ChIJAwJxUWShwJQR-43382aNyI8,Agência Marketing Digital - Tráfego Pago - Inteligente Gestão,Agência Marketing Digital - Tráfego Pago - Inteligente Gestão,Agência Marketing Digital - Tráfego Pago - Inteligente Gestão,5,7,+55 14 99651-8366,https://inteligentegestao.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Marketing%20Digital%20%7C%20Tr%C3%A1fego%20Pago%20%7C%20Gest%C3%A3o%20de%20Redes%20Sociais&query_place_id=ChIJKes61HKwx5QRWvAnakQxeE4,Marketing Digital | Tráfego Pago | Gestão de Redes Sociais,Marketing Digital | Tráfego Pago | Gestão de Redes Sociais,Marketing Digital | Tráfego Pago | Gestão de Redes Sociais,4.9,44,+55 19 99838-1875,https://marketingdigitalemsaopaulo.com.br/agencia-de-marketing-digital-em-sao-pedro-sp/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Top%20Tags%20Cria%C3%A7%C3%A3o%20de%20Sites%2C%20Marketing%20Digital%2C%20Gest%C3%A3o%20de%20Tr%C3%A1fego%20Pago%2C%20Identidade%20Visual&query_place_id=ChIJT_08pHKNw5QRmvdPNZLn_f0,"Top Tags Criação de Sites, Marketing Digital, Gestão de Tráfego Pago, Identidade Visual","Top Tags Criação de Sites, Marketing Digital, Gestão de Tráfego Pago, Identidade Visual","Top Tags Criação de Sites, Marketing Digital, Gestão de Tráfego Pago, Identidade Visual",5,42,+55 15 99748-3668,https://toptags.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Gestor%20de%20tr%C3%A1fego%20em%20S%C3%A3o%20Paulo%20-%20G%26R&query_place_id=ChIJ20rcHbpflpQRL38ZUt6OXi0,Gestor de tráfego em São Paulo - G&R,Gestor de tráfego em São Paulo - G&R,Gestor de tráfego em São Paulo - G&R,5,20,+55 18 99726-1399,https://anuncionlinegr.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=KING%20Marketing%20%7C%20Tr%C3%A1fego%20Pago%20e%20Marketing%20Digital%20%7C%20Mar%C3%ADlia%20SP&query_place_id=ChIJXU7StDnXv5QRyEY1ojWt1SE,KING Marketing | Tráfego Pago e Marketing Digital | Marília SP,KING Marketing | Tráfego Pago e Marketing Digital | Marília SP,KING Marketing | Tráfego Pago e Marketing Digital | Marília SP,5,124,+55 14 99905-5952,http://www.kingmarketing.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Vinicius%20Bogaz%20%7C%20Tr%C3%A1fego%20Pago%2C%20SEO%20e%20Performance%20Digital&query_place_id=ChIJFaMrIRKncAgRdJFnWuEnqy4,"Vinicius Bogaz | Tráfego Pago, SEO e Performance Digital","Vinicius Bogaz | Tráfego Pago, SEO e Performance Digital","Vinicius Bogaz | Tráfego Pago, SEO e Performance Digital",5,1,+55 18 99188-0380,https://vinibogaz.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=Super%20Ouro%20-%20Tr%C3%A1fego%20Pago%20-%20An%C3%BAncios%20Digitais&query_place_id=ChIJ9XTiAon5_qQRORdKQBRRdvw,Super Ouro - Tráfego Pago - Anúncios Digitais,Super Ouro - Tráfego Pago - Anúncios Digitais,Super Ouro - Tráfego Pago - Anúncios Digitais,5,12,+55 14 99788-9218,https://www.superouro.com.br/,Agência de Marketing
https://www.google.com/maps/search/?api=1&query=ONE%20Design%20Marketing%20-%20Ag%C3%AAncia%20360%C2%BA%20%7C%20Estrat%C3%A9gia%20de%20Conte%C3%BAdo%20%7C%20Website%20%7C%20Designer&query_place_id=ChIJff2zPrRgzpQR7MSppxepyq0,ONE Design Marketing - Agência 360º | Estratégia de Conteúdo | Website | Designer,ONE Design Marketing - Agência 360º | Estratégia de Conteúdo | Website | Designer,ONE Design Marketing - Agência 360º | Estratégia de Conteúdo | Website | Designer,5,55,+55 11 95817-0778,https://onedesignmarketing.com.br/,Agência de Marketing
